date,sku,store,unit_price,sales,demand_realized,on_hand,lead_time_days,safety_stock,reorder_point,year,month,dayofweek
2024-04-01,SKU_004,WH_West,44.62,32,32,623,3,19,136,2024,4,0
2024-04-02,SKU_004,WH_West,44.62,26,26,597,2,16,94,2024,4,1
2024-04-03,SKU_004,WH_West,44.62,32,32,565,2,17,95,2024,4,2
2024-04-04,SKU_004,WH_West,44.62,20,20,545,2,16,94,2024,4,3
2024-04-05,SKU_004,WH_West,44.62,29,29,516,4,22,178,2024,4,4
2024-04-06,SKU_004,WH_West,44.62,28,28,488,3,16,133,2024,4,5
2024-04-07,SKU_004,WH_West,44.62,29,29,459,3,20,137,2024,4,6
2024-04-08,SKU_004,WH_West,44.62,28,28,431,1,11,50,2024,4,0
2024-04-09,SKU_004,WH_West,44.62,27,27,404,3,19,136,2024,4,1
2024-04-10,SKU_004,WH_West,44.62,42,42,362,3,18,135,2024,4,2
2024-04-11,SKU_004,WH_West,44.62,31,31,331,3,19,136,2024,4,3
2024-04-12,SKU_004,WH_West,44.62,22,22,309,3,20,137,2024,4,4
2024-04-13,SKU_004,WH_West,44.62,36,36,273,2,14,92,2024,4,5
2024-04-14,SKU_004,WH_West,44.62,37,37,236,1,11,50,2024,4,6
2024-04-15,SKU_004,WH_West,44.62,24,24,212,4,19,175,2024,4,0
2024-04-16,SKU_004,WH_West,44.62,31,31,181,2,16,94,2024,4,1
2024-04-17,SKU_004,WH_West,44.62,21,21,160,2,16,94,2024,4,2
2024-04-18,SKU_004,WH_West,44.62,24,24,136,1,10,49,2024,4,3
2024-04-19,SKU_004,WH_West,44.62,28,28,108,3,20,137,2024,4,4
2024-04-20,SKU_004,WH_West,44.62,25,25,83,3,17,134,2024,4,5
2024-04-21,SKU_004,WH_West,44.62,35,35,48,4,20,176,2024,4,6
2024-04-22,SKU_004,WH_West,44.62,26,26,407,3,19,136,2024,4,0
2024-04-23,SKU_004,WH_West,44.62,34,34,373,3,18,135,2024,4,1
2024-04-24,SKU_004,WH_West,44.62,32,32,341,2,15,93,2024,4,2
2024-04-25,SKU_004,WH_West,44.62,30,30,311,4,21,177,2024,4,3
2024-04-26,SKU_004,WH_West,44.62,20,20,291,3,18,135,2024,4,4
2024-04-27,SKU_004,WH_West,44.62,35,35,256,4,22,178,2024,4,5
2024-04-28,SKU_004,WH_West,44.62,31,31,225,3,18,135,2024,4,6
2024-04-29,SKU_004,WH_West,44.62,30,30,195,1,11,50,2024,4,0
2024-04-30,SKU_004,WH_West,44.62,26,26,169,3,16,133,2024,4,1
2024-05-01,SKU_004,WH_West,44.62,23,23,146,2,15,93,2024,5,2
2024-05-02,SKU_004,WH_West,44.62,26,26,120,2,15,93,2024,5,3
2024-05-03,SKU_004,WH_West,44.62,20,20,100,1,10,49,2024,5,4
2024-05-04,SKU_004,WH_West,44.62,31,31,69,2,16,94,2024,5,5
2024-05-05,SKU_004,WH_West,44.62,27,27,42,6,25,259,2024,5,6
2024-05-06,SKU_004,WH_West,44.62,32,32,10,2,16,94,2024,5,0
2024-05-07,SKU_004,WH_West,44.62,10,31,0,4,21,177,2024,5,1
2024-05-08,SKU_004,WH_West,44.62,0,32,0,2,15,93,2024,5,2
2024-05-09,SKU_004,WH_West,44.62,0,29,0,3,18,135,2024,5,3
2024-05-10,SKU_004,WH_West,44.62,0,24,0,3,19,136,2024,5,4
2024-05-11,SKU_004,WH_West,44.62,0,30,385,2,16,94,2024,5,5
2024-05-12,SKU_004,WH_West,44.62,42,42,343,4,21,177,2024,5,6
2024-05-13,SKU_004,WH_West,44.62,22,22,321,2,15,93,2024,5,0
2024-05-14,SKU_004,WH_West,44.62,28,28,293,1,10,49,2024,5,1
2024-05-15,SKU_004,WH_West,44.62,24,24,269,3,17,134,2024,5,2
2024-05-16,SKU_004,WH_West,44.62,23,23,246,2,13,91,2024,5,3
2024-05-17,SKU_004,WH_West,44.62,27,27,219,2,13,91,2024,5,4
2024-05-18,SKU_004,WH_West,44.62,18,18,201,3,18,135,2024,5,5
2024-05-19,SKU_004,WH_West,44.62,16,16,185,4,21,177,2024,5,6
2024-05-20,SKU_004,WH_West,44.62,15,15,170,3,18,135,2024,5,0
2024-05-21,SKU_004,WH_West,44.62,28,28,142,3,17,134,2024,5,1
2024-05-22,SKU_004,WH_West,44.62,30,30,112,2,16,94,2024,5,2
2024-05-23,SKU_004,WH_West,44.62,23,23,89,4,23,179,2024,5,3
2024-05-24,SKU_004,WH_West,44.62,21,21,68,2,15,93,2024,5,4
2024-05-25,SKU_004,WH_West,44.62,25,25,43,1,10,49,2024,5,5
2024-05-26,SKU_004,WH_West,44.62,30,30,13,2,17,95,2024,5,6
2024-05-27,SKU_004,WH_West,44.62,13,27,624,4,22,178,2024,5,0
2024-05-28,SKU_004,WH_West,44.62,20,20,604,3,19,136,2024,5,1
2024-05-29,SKU_004,WH_West,44.62,23,23,581,4,21,177,2024,5,2
2024-05-30,SKU_004,WH_West,44.62,28,28,553,3,19,136,2024,5,3
2024-05-31,SKU_004,WH_West,44.62,27,27,526,4,19,175,2024,5,4
2024-06-01,SKU_004,WH_West,44.62,21,21,505,4,19,175,2024,6,5
2024-06-02,SKU_004,WH_West,44.62,26,26,479,4,23,179,2024,6,6
2024-06-03,SKU_004,WH_West,44.62,20,20,459,2,13,91,2024,6,0
2024-06-04,SKU_004,WH_West,44.62,29,29,430,3,17,134,2024,6,1
2024-06-05,SKU_004,WH_West,44.62,29,29,401,3,21,138,2024,6,2
2024-06-06,SKU_004,WH_West,44.62,23,23,378,2,15,93,2024,6,3
2024-06-07,SKU_004,WH_West,44.62,22,22,356,2,15,93,2024,6,4
2024-06-08,SKU_004,WH_West,44.62,35,35,321,2,17,95,2024,6,5
2024-06-09,SKU_004,WH_West,44.62,26,26,295,3,18,135,2024,6,6
2024-06-10,SKU_004,WH_West,44.62,30,30,265,2,16,94,2024,6,0
2024-06-11,SKU_004,WH_West,44.62,26,26,239,2,14,92,2024,6,1
2024-06-12,SKU_004,WH_West,44.62,31,31,208,2,15,93,2024,6,2
2024-06-13,SKU_004,WH_West,44.62,23,23,185,2,15,93,2024,6,3
2024-06-14,SKU_004,WH_West,44.62,26,26,159,5,22,217,2024,6,4
2024-06-15,SKU_004,WH_West,44.62,28,28,131,2,16,94,2024,6,5
2024-06-16,SKU_004,WH_West,44.62,30,30,101,2,16,94,2024,6,6
2024-06-17,SKU_004,WH_West,44.62,15,15,86,1,10,49,2024,6,0
2024-06-18,SKU_004,WH_West,44.62,27,27,59,2,17,95,2024,6,1
2024-06-19,SKU_004,WH_West,44.62,22,22,37,2,17,95,2024,6,2
2024-06-20,SKU_004,WH_West,44.62,15,15,22,2,14,92,2024,6,3
2024-06-21,SKU_004,WH_West,44.62,22,23,484,4,21,177,2024,6,4
2024-06-22,SKU_004,WH_West,44.62,18,18,466,3,17,134,2024,6,5
2024-06-23,SKU_004,WH_West,44.62,24,24,442,3,20,137,2024,6,6
2024-06-24,SKU_004,WH_West,44.62,25,25,417,2,14,92,2024,6,0
2024-06-25,SKU_004,WH_West,44.62,18,18,399,3,20,137,2024,6,1
2024-06-26,SKU_004,WH_West,44.62,22,22,377,1,10,49,2024,6,2
2024-06-27,SKU_004,WH_West,44.62,25,25,352,1,11,50,2024,6,3
2024-06-28,SKU_004,WH_West,44.62,25,25,327,2,14,92,2024,6,4
2024-06-29,SKU_004,WH_West,44.62,30,30,297,3,16,133,2024,6,5
2024-06-30,SKU_004,WH_West,44.62,27,27,270,3,18,135,2024,6,6
2024-07-01,SKU_004,WH_West,44.62,14,14,256,3,18,135,2024,7,0
2024-07-02,SKU_004,WH_West,44.62,21,21,235,4,21,177,2024,7,1
2024-07-03,SKU_004,WH_West,44.62,19,19,216,3,18,135,2024,7,2
2024-07-04,SKU_004,WH_West,44.62,23,23,193,3,21,138,2024,7,3
2024-07-05,SKU_004,WH_West,44.62,16,16,177,4,21,177,2024,7,4
2024-07-06,SKU_004,WH_West,44.62,25,25,152,2,15,93,2024,7,5
2024-07-07,SKU_004,WH_West,44.62,19,19,133,2,16,94,2024,7,6
2024-07-08,SKU_004,WH_West,44.62,23,23,110,3,19,136,2024,7,0
2024-07-09,SKU_004,WH_West,44.62,30,30,80,1,11,50,2024,7,1
2024-07-10,SKU_004,WH_West,44.62,23,23,57,4,22,178,2024,7,2
2024-07-11,SKU_004,WH_West,44.62,18,18,39,2,17,95,2024,7,3
2024-07-12,SKU_004,WH_West,44.62,23,23,16,2,15,93,2024,7,4
2024-07-13,SKU_004,WH_West,44.62,16,36,0,1,11,50,2024,7,5
2024-07-14,SKU_004,WH_West,44.62,0,18,0,3,16,133,2024,7,6
2024-07-15,SKU_004,WH_West,44.62,0,19,0,2,13,91,2024,7,0
2024-07-16,SKU_004,WH_West,44.62,0,31,0,3,17,134,2024,7,1
2024-07-17,SKU_004,WH_West,44.62,0,20,0,2,15,93,2024,7,2
2024-07-18,SKU_004,WH_West,44.62,0,24,0,4,20,176,2024,7,3
2024-07-19,SKU_004,WH_West,44.62,0,27,0,3,19,136,2024,7,4
2024-07-20,SKU_004,WH_West,44.62,0,26,0,2,15,93,2024,7,5
2024-07-21,SKU_004,WH_West,44.62,0,15,0,3,20,137,2024,7,6
2024-07-22,SKU_004,WH_West,44.62,0,22,0,1,11,50,2024,7,0
2024-07-23,SKU_004,WH_West,44.62,0,21,0,2,16,94,2024,7,1
2024-07-24,SKU_004,WH_West,44.62,0,23,575,3,18,135,2024,7,2
2024-07-25,SKU_004,WH_West,44.62,13,13,562,2,15,93,2024,7,3
2024-07-26,SKU_004,WH_West,44.62,26,26,536,2,14,92,2024,7,4
2024-07-27,SKU_004,WH_West,44.62,26,26,510,5,23,218,2024,7,5
2024-07-28,SKU_004,WH_West,44.62,27,27,483,2,15,93,2024,7,6
2024-07-29,SKU_004,WH_West,44.62,27,27,456,3,18,135,2024,7,0
2024-07-30,SKU_004,WH_West,44.62,19,19,437,1,12,51,2024,7,1
2024-07-31,SKU_004,WH_West,44.62,20,20,417,3,18,135,2024,7,2
2024-08-01,SKU_004,WH_West,44.62,25,25,392,4,20,176,2024,8,3
2024-08-02,SKU_004,WH_West,44.62,15,15,377,4,21,177,2024,8,4
2024-08-03,SKU_004,WH_West,44.62,34,34,343,3,17,134,2024,8,5
2024-08-04,SKU_004,WH_West,44.62,27,27,316,5,25,220,2024,8,6
2024-08-05,SKU_004,WH_West,44.62,24,24,292,2,15,93,2024,8,0
2024-08-06,SKU_004,WH_West,44.62,24,24,268,2,14,92,2024,8,1
2024-08-07,SKU_004,WH_West,44.62,28,28,240,2,15,93,2024,8,2
2024-08-08,SKU_004,WH_West,44.62,31,31,209,3,17,134,2024,8,3
2024-08-09,SKU_004,WH_West,44.62,27,27,182,3,20,137,2024,8,4
2024-08-10,SKU_004,WH_West,44.62,31,31,151,1,10,49,2024,8,5
2024-08-11,SKU_004,WH_West,44.62,24,24,127,4,22,178,2024,8,6
2024-08-12,SKU_004,WH_West,44.62,26,26,101,1,11,50,2024,8,0
2024-08-13,SKU_004,WH_West,44.62,28,28,73,3,18,135,2024,8,1
2024-08-14,SKU_004,WH_West,44.62,25,25,572,3,18,135,2024,8,2
2024-08-15,SKU_004,WH_West,44.62,23,23,549,2,16,94,2024,8,3
2024-08-16,SKU_004,WH_West,44.62,24,24,525,1,12,51,2024,8,4
2024-08-17,SKU_004,WH_West,44.62,24,24,501,1,11,50,2024,8,5
2024-08-18,SKU_004,WH_West,44.62,27,27,474,1,11,50,2024,8,6
2024-08-19,SKU_004,WH_West,44.62,33,33,441,2,14,92,2024,8,0
2024-08-20,SKU_004,WH_West,44.62,40,40,401,4,23,179,2024,8,1
2024-08-21,SKU_004,WH_West,44.62,23,23,378,3,16,133,2024,8,2
2024-08-22,SKU_004,WH_West,44.62,26,26,352,1,11,50,2024,8,3
2024-08-23,SKU_004,WH_West,44.62,27,27,325,3,17,134,2024,8,4
2024-08-24,SKU_004,WH_West,44.62,26,26,299,2,16,94,2024,8,5
2024-08-25,SKU_004,WH_West,44.62,24,24,275,4,21,177,2024,8,6
2024-08-26,SKU_004,WH_West,44.62,22,22,253,1,12,51,2024,8,0
2024-08-27,SKU_004,WH_West,44.62,22,22,231,2,15,93,2024,8,1
2024-08-28,SKU_004,WH_West,44.62,24,24,207,1,11,50,2024,8,2
2024-08-29,SKU_004,WH_West,44.62,29,29,178,4,18,174,2024,8,3
2024-08-30,SKU_004,WH_West,44.62,29,29,149,4,21,177,2024,8,4
2024-08-31,SKU_004,WH_West,44.62,19,19,130,2,16,94,2024,8,5
2024-09-01,SKU_004,WH_West,44.62,24,24,106,3,19,136,2024,9,6
2024-09-02,SKU_004,WH_West,44.62,23,23,83,3,15,132,2024,9,0
2024-09-03,SKU_004,WH_West,44.62,22,22,61,3,20,137,2024,9,1
2024-09-04,SKU_004,WH_West,44.62,20,20,41,4,21,177,2024,9,2
2024-09-05,SKU_004,WH_West,44.62,23,23,18,2,13,91,2024,9,3
2024-09-06,SKU_004,WH_West,44.62,18,24,0,4,20,176,2024,9,4
2024-09-07,SKU_004,WH_West,44.62,0,36,0,2,15,93,2024,9,5
2024-09-08,SKU_004,WH_West,44.62,0,27,0,4,21,177,2024,9,6
2024-09-09,SKU_004,WH_West,44.62,0,25,0,3,18,135,2024,9,0
2024-09-10,SKU_004,WH_West,44.62,0,26,0,3,19,136,2024,9,1
2024-09-11,SKU_004,WH_West,44.62,0,19,0,4,21,177,2024,9,2
2024-09-12,SKU_004,WH_West,44.62,0,28,0,2,15,93,2024,9,3
2024-09-13,SKU_004,WH_West,44.62,0,29,0,2,14,92,2024,9,4
2024-09-14,SKU_004,WH_West,44.62,0,28,0,3,19,136,2024,9,5
2024-09-15,SKU_004,WH_West,44.62,0,20,562,3,22,139,2024,9,6
2024-09-16,SKU_004,WH_West,44.62,35,35,527,4,19,175,2024,9,0
2024-09-17,SKU_004,WH_West,44.62,17,17,510,3,19,136,2024,9,1
2024-09-18,SKU_004,WH_West,44.62,24,24,486,2,15,93,2024,9,2
2024-09-19,SKU_004,WH_West,44.62,25,25,461,4,20,176,2024,9,3
2024-09-20,SKU_004,WH_West,44.62,26,26,435,3,18,135,2024,9,4
2024-09-21,SKU_004,WH_West,44.62,33,33,402,1,11,50,2024,9,5
2024-09-22,SKU_004,WH_West,44.62,30,30,372,3,19,136,2024,9,6
2024-09-23,SKU_004,WH_West,44.62,31,31,341,3,19,136,2024,9,0
2024-09-24,SKU_004,WH_West,44.62,31,31,310,3,21,138,2024,9,1
2024-09-25,SKU_004,WH_West,44.62,22,22,288,3,18,135,2024,9,2
2024-09-26,SKU_004,WH_West,44.62,29,29,259,4,22,178,2024,9,3
2024-09-27,SKU_004,WH_West,44.62,23,23,236,2,16,94,2024,9,4
2024-09-28,SKU_004,WH_West,44.62,28,28,208,1,11,50,2024,9,5
2024-09-29,SKU_004,WH_West,44.62,26,26,182,1,10,49,2024,9,6
2024-09-30,SKU_004,WH_West,44.62,22,22,160,2,16,94,2024,9,0
2024-10-01,SKU_004,WH_West,44.62,26,26,134,3,19,136,2024,10,1
2024-10-02,SKU_004,WH_West,44.62,30,30,104,3,18,135,2024,10,2
2024-10-03,SKU_004,WH_West,44.62,32,32,72,2,14,92,2024,10,3
2024-10-04,SKU_004,WH_West,44.62,30,30,42,3,19,136,2024,10,4
2024-10-05,SKU_004,WH_West,44.62,26,26,16,1,10,49,2024,10,5
2024-10-06,SKU_004,WH_West,44.62,16,26,0,1,11,50,2024,10,6
2024-10-07,SKU_004,WH_West,44.62,0,28,484,3,17,134,2024,10,0
2024-10-08,SKU_004,WH_West,44.62,24,24,460,6,24,258,2024,10,1
2024-10-09,SKU_004,WH_West,44.62,32,32,428,3,18,135,2024,10,2
2024-10-10,SKU_004,WH_West,44.62,28,28,400,2,15,93,2024,10,3
2024-10-11,SKU_004,WH_West,44.62,28,28,372,1,10,49,2024,10,4
2024-10-12,SKU_004,WH_West,44.62,26,26,346,1,9,48,2024,10,5
2024-10-13,SKU_004,WH_West,44.62,28,28,318,3,16,133,2024,10,6
2024-10-14,SKU_004,WH_West,44.62,31,31,287,5,25,220,2024,10,0
2024-10-15,SKU_004,WH_West,44.62,35,35,252,1,11,50,2024,10,1
2024-10-16,SKU_004,WH_West,44.62,24,24,228,2,15,93,2024,10,2
2024-10-17,SKU_004,WH_West,44.62,31,31,197,3,19,136,2024,10,3
2024-10-18,SKU_004,WH_West,44.62,29,29,168,1,11,50,2024,10,4
2024-10-19,SKU_004,WH_West,44.62,39,39,129,3,20,137,2024,10,5
2024-10-20,SKU_004,WH_West,44.62,26,26,103,2,15,93,2024,10,6
2024-10-21,SKU_004,WH_West,44.62,30,30,73,2,16,94,2024,10,0
2024-10-22,SKU_004,WH_West,44.62,35,35,38,2,16,94,2024,10,1
2024-10-23,SKU_004,WH_West,44.62,36,36,2,4,21,177,2024,10,2
2024-10-24,SKU_004,WH_West,44.62,2,25,0,4,21,177,2024,10,3
2024-10-25,SKU_004,WH_West,44.62,0,42,0,2,17,95,2024,10,4
2024-10-26,SKU_004,WH_West,44.62,0,48,0,3,17,134,2024,10,5
2024-10-27,SKU_004,WH_West,44.62,0,37,0,1,11,50,2024,10,6
2024-10-28,SKU_004,WH_West,44.62,0,31,0,5,26,221,2024,10,0
2024-10-29,SKU_004,WH_West,44.62,0,32,370,2,17,95,2024,10,1
2024-10-30,SKU_004,WH_West,44.62,30,30,340,1,11,50,2024,10,2
2024-10-31,SKU_004,WH_West,44.62,31,31,309,2,14,92,2024,10,3
2024-11-01,SKU_004,WH_West,44.62,35,35,274,3,18,135,2024,11,4
2024-11-02,SKU_004,WH_West,44.62,35,35,239,1,11,50,2024,11,5
2024-11-03,SKU_004,WH_West,44.62,39,39,200,1,10,49,2024,11,6
2024-11-04,SKU_004,WH_West,44.62,21,21,179,1,11,50,2024,11,0
2024-11-05,SKU_004,WH_West,44.62,30,30,149,4,20,176,2024,11,1
2024-11-06,SKU_004,WH_West,44.62,33,33,116,2,13,91,2024,11,2
2024-11-07,SKU_004,WH_West,44.62,32,32,84,1,12,51,2024,11,3
2024-11-08,SKU_004,WH_West,44.62,30,30,54,3,19,136,2024,11,4
2024-11-09,SKU_004,WH_West,44.62,32,32,22,4,23,179,2024,11,5
2024-11-10,SKU_004,WH_West,44.62,22,36,0,3,18,135,2024,11,6
2024-11-11,SKU_004,WH_West,44.62,0,33,0,2,15,93,2024,11,0
2024-11-12,SKU_004,WH_West,44.62,0,23,0,3,18,135,2024,11,1
2024-11-13,SKU_004,WH_West,44.62,0,39,0,2,15,93,2024,11,2
2024-11-14,SKU_004,WH_West,44.62,0,33,507,2,15,93,2024,11,3
2024-11-15,SKU_004,WH_West,44.62,38,38,469,3,18,135,2024,11,4
2024-11-16,SKU_004,WH_West,44.62,37,37,432,3,18,135,2024,11,5
2024-11-17,SKU_004,WH_West,44.62,40,40,392,2,13,91,2024,11,6
2024-11-18,SKU_004,WH_West,44.62,36,36,356,3,19,136,2024,11,0
2024-11-19,SKU_004,WH_West,44.62,33,33,323,3,17,134,2024,11,1
2024-11-20,SKU_004,WH_West,44.62,40,40,283,4,23,179,2024,11,2
2024-11-21,SKU_004,WH_West,44.62,34,34,249,1,10,49,2024,11,3
2024-11-22,SKU_004,WH_West,44.62,41,41,208,3,19,136,2024,11,4
2024-11-23,SKU_004,WH_West,44.62,44,44,164,2,16,94,2024,11,5
2024-11-24,SKU_004,WH_West,44.62,40,40,124,3,19,136,2024,11,6
2024-11-25,SKU_004,WH_West,44.62,41,41,83,2,14,92,2024,11,0
2024-11-26,SKU_004,WH_West,44.62,40,40,43,2,14,92,2024,11,1
2024-11-27,SKU_004,WH_West,44.62,41,41,2,4,20,176,2024,11,2
2024-11-28,SKU_004,WH_West,44.62,2,38,0,2,16,94,2024,11,3
2024-11-29,SKU_004,WH_West,44.62,0,47,0,2,13,91,2024,11,4
2024-11-30,SKU_004,WH_West,44.62,0,44,0,3,19,136,2024,11,5
2024-12-01,SKU_004,WH_West,44.62,0,36,0,3,19,136,2024,12,6
2024-12-02,SKU_004,WH_West,44.62,0,30,0,1,11,50,2024,12,0
2024-12-03,SKU_004,WH_West,44.62,0,28,0,3,17,134,2024,12,1
2024-12-04,SKU_004,WH_West,44.62,0,38,0,2,15,93,2024,12,2
2024-12-05,SKU_004,WH_West,44.62,0,43,0,2,15,93,2024,12,3
2024-12-06,SKU_004,WH_West,44.62,0,29,469,2,14,92,2024,12,4
2024-12-07,SKU_004,WH_West,44.62,26,26,443,3,18,135,2024,12,5
2024-12-08,SKU_004,WH_West,44.62,47,47,396,3,18,135,2024,12,6
2024-12-09,SKU_004,WH_West,44.62,35,35,361,1,11,50,2024,12,0
2024-12-10,SKU_004,WH_West,44.62,44,44,317,2,13,91,2024,12,1
2024-12-11,SKU_004,WH_West,44.62,44,44,273,2,16,94,2024,12,2
2024-12-12,SKU_004,WH_West,44.62,39,39,234,2,14,92,2024,12,3
2024-12-13,SKU_004,WH_West,44.62,41,41,193,4,19,175,2024,12,4
2024-12-14,SKU_004,WH_West,44.62,50,50,143,3,19,136,2024,12,5
2024-12-15,SKU_004,WH_West,44.62,39,39,104,4,19,175,2024,12,6
2024-12-16,SKU_004,WH_West,44.62,40,40,64,4,20,176,2024,12,0
2024-12-17,SKU_004,WH_West,44.62,35,35,29,3,19,136,2024,12,1
2024-12-18,SKU_004,WH_West,44.62,29,35,0,1,12,51,2024,12,2
2024-12-19,SKU_004,WH_West,44.62,0,42,0,3,17,134,2024,12,3
2024-12-20,SKU_004,WH_West,44.62,0,28,0,4,21,177,2024,12,4
2024-12-21,SKU_004,WH_West,44.62,0,53,0,1,11,50,2024,12,5
2024-12-22,SKU_004,WH_West,44.62,0,30,0,2,15,93,2024,12,6
2024-12-23,SKU_004,WH_West,44.62,0,32,0,4,21,177,2024,12,0
2024-12-24,SKU_004,WH_West,44.62,0,34,327,2,15,93,2024,12,1
2024-12-25,SKU_004,WH_West,44.62,39,39,288,2,16,94,2024,12,2
2024-12-26,SKU_004,WH_West,44.62,46,46,242,4,21,177,2024,12,3
2024-12-27,SKU_004,WH_West,44.62,32,32,210,1,11,50,2024,12,4
2024-12-28,SKU_004,WH_West,44.62,44,44,166,3,16,133,2024,12,5
2024-12-29,SKU_004,WH_West,44.62,37,37,129,2,15,93,2024,12,6
2024-12-30,SKU_004,WH_West,44.62,32,32,97,3,20,137,2024,12,0
2024-12-31,SKU_004,WH_West,44.62,39,39,58,3,17,134,2024,12,1
2023-01-01,SKU_005,WH_Main,116.12,25,25,889,13,27,365,2023,1,6
2023-01-02,SKU_005,WH_Main,116.12,17,17,872,9,25,259,2023,1,0
2023-01-03,SKU_005,WH_Main,116.12,32,32,840,4,17,121,2023,1,1
2023-01-04,SKU_005,WH_Main,116.12,20,20,820,9,28,262,2023,1,2
2023-01-05,SKU_005,WH_Main,116.12,20,20,800,12,32,344,2023,1,3
2023-01-06,SKU_005,WH_Main,116.12,35,35,765,12,30,342,2023,1,4
2023-01-07,SKU_005,WH_Main,116.12,27,27,738,9,23,257,2023,1,5
2023-01-08,SKU_005,WH_Main,116.12,27,27,711,9,25,259,2023,1,6
2023-01-09,SKU_005,WH_Main,116.12,22,22,689,11,26,312,2023,1,0
2023-01-10,SKU_005,WH_Main,116.12,28,28,661,9,29,263,2023,1,1
2023-01-11,SKU_005,WH_Main,116.12,27,27,634,11,28,314,2023,1,2
2023-01-12,SKU_005,WH_Main,116.12,27,27,607,12,27,339,2023,1,3
2023-01-13,SKU_005,WH_Main,116.12,33,33,574,9,21,255,2023,1,4
2023-01-14,SKU_005,WH_Main,116.12,30,30,544,10,29,289,2023,1,5
2023-01-15,SKU_005,WH_Main,116.12,22,22,522,15,33,423,2023,1,6
2023-01-16,SKU_005,WH_Main,116.12,28,28,494,11,25,311,2023,1,0
2023-01-17,SKU_005,WH_Main,116.12,31,31,463,13,29,367,2023,1,1
2023-01-18,SKU_005,WH_Main,116.12,34,34,429,10,26,286,2023,1,2
2023-01-19,SKU_005,WH_Main,116.12,33,33,396,7,22,204,2023,1,3
2023-01-20,SKU_005,WH_Main,116.12,23,23,373,8,21,229,2023,1,4
2023-01-21,SKU_005,WH_Main,116.12,33,33,340,7,23,205,2023,1,5
2023-01-22,SKU_005,WH_Main,116.12,21,21,319,9,26,260,2023,1,6
2023-01-23,SKU_005,WH_Main,116.12,27,27,950,13,28,366,2023,1,0
2023-01-24,SKU_005,WH_Main,116.12,32,32,918,9,26,260,2023,1,1
2023-01-25,SKU_005,WH_Main,116.12,17,17,901,13,31,369,2023,1,2
2023-01-26,SKU_005,WH_Main,116.12,32,32,869,11,32,318,2023,1,3
2023-01-27,SKU_005,WH_Main,116.12,32,32,837,5,17,147,2023,1,4
2023-01-28,SKU_005,WH_Main,116.12,29,29,808,15,31,421,2023,1,5
2023-01-29,SKU_005,WH_Main,116.12,39,39,769,7,26,208,2023,1,6
2023-01-30,SKU_005,WH_Main,116.12,35,35,734,8,26,234,2023,1,0
2023-01-31,SKU_005,WH_Main,116.12,22,22,712,11,30,316,2023,1,1
2023-02-01,SKU_005,WH_Main,116.12,25,25,687,13,34,372,2023,2,2
2023-02-02,SKU_005,WH_Main,116.12,30,30,657,12,34,346,2023,2,3
2023-02-03,SKU_005,WH_Main,116.12,27,27,630,7,22,204,2023,2,4
2023-02-04,SKU_005,WH_Main,116.12,31,31,599,8,23,231,2023,2,5
2023-02-05,SKU_005,WH_Main,116.12,28,28,571,10,27,287,2023,2,6
2023-02-06,SKU_005,WH_Main,116.12,32,32,539,15,33,423,2023,2,0
2023-02-07,SKU_005,WH_Main,116.12,27,27,512,8,23,231,2023,2,1
2023-02-08,SKU_005,WH_Main,116.12,27,27,485,8,25,233,2023,2,2
2023-02-09,SKU_005,WH_Main,116.12,26,26,459,4,18,122,2023,2,3
2023-02-10,SKU_005,WH_Main,116.12,24,24,435,15,33,423,2023,2,4
2023-02-11,SKU_005,WH_Main,116.12,43,43,392,8,22,230,2023,2,5
2023-02-12,SKU_005,WH_Main,116.12,37,37,355,11,32,318,2023,2,6
2023-02-13,SKU_005,WH_Main,116.12,27,27,328,9,26,260,2023,2,0
2023-02-14,SKU_005,WH_Main,116.12,30,30,298,11,27,313,2023,2,1
2023-02-15,SKU_005,WH_Main,116.12,30,30,268,8,26,234,2023,2,2
2023-02-16,SKU_005,WH_Main,116.12,31,31,237,14,32,396,2023,2,3
2023-02-17,SKU_005,WH_Main,116.12,29,29,208,16,34,450,2023,2,4
2023-02-18,SKU_005,WH_Main,116.12,40,40,168,10,26,286,2023,2,5
2023-02-19,SKU_005,WH_Main,116.12,32,32,136,12,29,341,2023,2,6
2023-02-20,SKU_005,WH_Main,116.12,29,29,107,7,23,205,2023,2,0
2023-02-21,SKU_005,WH_Main,116.12,36,36,71,16,30,446,2023,2,1
2023-02-22,SKU_005,WH_Main,116.12,33,33,38,9,27,261,2023,2,2
2023-02-23,SKU_005,WH_Main,116.12,28,28,10,12,27,339,2023,2,3
2023-02-24,SKU_005,WH_Main,116.12,10,22,0,12,31,343,2023,2,4
2023-02-25,SKU_005,WH_Main,116.12,0,43,0,8,26,234,2023,2,5
2023-02-26,SKU_005,WH_Main,116.12,0,34,0,10,28,288,2023,2,6
2023-02-27,SKU_005,WH_Main,116.12,0,32,0,9,26,260,2023,2,0
2023-02-28,SKU_005,WH_Main,116.12,0,33,0,7,22,204,2023,2,1
2023-03-01,SKU_005,WH_Main,116.12,0,28,0,10,25,285,2023,3,2
2023-03-02,SKU_005,WH_Main,116.12,0,29,0,13,29,367,2023,3,3
2023-03-03,SKU_005,WH_Main,116.12,0,30,0,11,31,317,2023,3,4
2023-03-04,SKU_005,WH_Main,116.12,0,36,0,8,24,232,2023,3,5
